act,scene,location,entity_text,label,label_description
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,LADY MACBETH.,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,Banquo,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,LADY MACBETH.,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,the gate,LOCATION,LOCATION
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Menteith,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Caithness,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Angus,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Lennox,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,MENTEITH,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Malcolm,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Siward,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Macduff,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,ANGUS,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Birnam,GPE,"Countries, cities, states"
5,2,The Country near Dunsinane.,CAITHNESS,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Donalbain,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,LENNOX,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Siward,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,MENTEITH,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,CAITHNESS,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Dunsinane,GPE,"Countries, cities, states"
5,2,The Country near Dunsinane.,ANGUS,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,MENTEITH,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,CAITHNESS,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,LENNOX,PERSON,"People, including fictional"
5,2,The Country near Dunsinane.,Birnam,GPE,"Countries, cities, states"
5,3,Dunsinane. A Room in the Castle.,Macbeth,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Birnam,GPE,"Countries, cities, states"
5,3,Dunsinane. A Room in the Castle.,Dunsinane,GPE,"Countries, cities, states"
5,3,Dunsinane. A Room in the Castle.,boy,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Malcolm,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Macbeth,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,boy,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,the sere,LOCATION,LOCATION
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,SEYTON,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,SEYTON,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,SEYTON,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Raze,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Seyton,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,MACBETH,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Birnam,GPE,"Countries, cities, states"
5,3,Dunsinane. A Room in the Castle.,Dunsinane,GPE,"Countries, cities, states"
5,3,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,3,Dunsinane. A Room in the Castle.,Dunsinane,GPE,"Countries, cities, states"
5,4,Country near Dunsinane: a Wood in view.,Malcolm,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Siward,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Macduff,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Menteith,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Caithness,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Angus,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Lennox,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Ross,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,MALCOLM,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,MENTEITH,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,SIWARD,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,MENTEITH,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Birnam,GPE,"Countries, cities, states"
5,4,Country near Dunsinane: a Wood in view.,MALCOLM,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Err,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,SIWARD,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,Dunsinane,GPE,"Countries, cities, states"
5,4,Country near Dunsinane: a Wood in view.,MALCOLM,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,MACDUFF,PERSON,"People, including fictional"
5,4,Country near Dunsinane: a Wood in view.,SIWARD,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,Macbeth,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,Seyton,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MACBETH,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,the outward,LOCATION,LOCATION
5,5,Dunsinane. Within the castle.,Our castle,LOCATION,LOCATION
5,5,Dunsinane. Within the castle.,SEYTON,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MACBETH,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,Direness,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,Seyton,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,SEYTON,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MACBETH,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,a Messenger.,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MESSENGER,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MACBETH,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MESSENGER,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,Birnam,GPE,"Countries, cities, states"
5,5,Dunsinane. Within the castle.,MACBETH,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MESSENGER,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,MACBETH,PERSON,"People, including fictional"
5,5,Dunsinane. Within the castle.,Birnam,GPE,"Countries, cities, states"
5,5,Dunsinane. Within the castle.,Dunsinane,GPE,"Countries, cities, states"
5,5,Dunsinane. Within the castle.,a wood,LOCATION,LOCATION
5,6,The same. A Plain before the Castle.,Malcolm,PERSON,"People, including fictional"
5,6,The same. A Plain before the Castle.,Siward,PERSON,"People, including fictional"
5,6,The same. A Plain before the Castle.,Macduff,PERSON,"People, including fictional"
5,6,The same. A Plain before the Castle.,MALCOLM,PERSON,"People, including fictional"
5,6,The same. A Plain before the Castle.,Macduff,PERSON,"People, including fictional"
5,6,The same. A Plain before the Castle.,SIWARD,PERSON,"People, including fictional"
5,6,The same. A Plain before the Castle.,MACDUFF,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Macbeth,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,MACBETH,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,young Siward,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,YOUNG SIWARD,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,MACBETH,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,YOUNG SIWARD,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,MACBETH,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Macbeth,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,YOUNG SIWARD,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,MACBETH,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,YOUNG SIWARD,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,young Siward,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,MACBETH,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Macduff,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,MACDUFF,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Macbeth,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Malcolm,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,Siward,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,SIWARD,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,lord;—the castle,LOCATION,LOCATION
5,7,The same. Another part of the Plain.,MALCOLM,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,SIWARD,PERSON,"People, including fictional"
5,7,The same. Another part of the Plain.,the castle,LOCATION,LOCATION
5,7,The same. Another part of the Plain.,Alarums,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Macbeth,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACBETH,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACDUFF,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACBETH,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACDUFF,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACBETH,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACDUFF,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACBETH,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACDUFF,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACBETH,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Malcolm,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Birnam,GPE,"Countries, cities, states"
5,8,The same. Another part of the field.,Dunsinane,GPE,"Countries, cities, states"
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Alarums,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Malcolm,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Siward,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Ross,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,SIWARD,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,ROSS,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,SIWARD,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,ROSS,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,the field,LOCATION,LOCATION
5,8,The same. Another part of the field.,SIWARD,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,ROSS,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,SIWARD,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,SIWARD,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Macduff,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Macbeth,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,MACDUFF,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,King of Scotland,TITLE,TITLE
5,8,The same. Another part of the field.,King of Scotland,TITLE,TITLE
5,8,The same. Another part of the field.,MALCOLM,PERSON,"People, including fictional"
5,8,The same. Another part of the field.,Scotland,GPE,"Countries, cities, states"
