play,act,scene,speaker,original_sentence,pronoun,resolved_to,resolved_sentence,gender_group,resolution_source
THE TRAGEDY OF ROMEO AND JULIET,4,3,JULIET,"And yet methinks it should not, For he hath still been tried a holy man.",he,ROMEO,"And yet methinks it should not, For ROMEO hath still been tried a holy man.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,4,CAPULET,"Call Peter, he will show thee where they are.",he,MONTAGUE,"Call Peter, MONTAGUE will show thee where they are.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,4,CAPULET,"The County will be here with music straight, For so he said he would.",he,MONTAGUE,"The County will be here with music straight, For so MONTAGUE said he would.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,4,CAPULET,"The County will be here with music straight, For so he said he would.",he,MONTAGUE,"The County will be here with music straight, For so MONTAGUE said MONTAGUE would.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,4,CAPULET,I hear him near.,him,MONTAGUE,I hear MONTAGUE near.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,4,CAPULET,"Go waken Juliet, go and trim her up.",her,JULIET,"Go waken Juliet, go and trim JULIET up.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,4,CAPULET,"Hie, make haste, Make haste; the bridegroom he is come already.",he,MONTAGUE,"Hie, make haste, Make haste; the bridegroom MONTAGUE is come already.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,Let me see her.,her,JULIET,Let me see JULIET.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"She's cold, Her blood is settled and her joints are stiff.",She,JULIET,"JULIET's cold, Her blood is settled and her joints are stiff.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,Death lies on her like an untimely frost Upon the sweetest flower of all the field.,her,JULIET,Death lies on JULIET like an untimely frost Upon the sweetest flower of all the field.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"Death, that hath ta'en her hence to make me wail, Ties up my tongue and will not let me speak.",her,JULIET,"Death, that hath ta'en JULIET hence to make me wail, Ties up my tongue and will not let me speak.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"There she lies, Flower as she was, deflowered by him.",she,JULIET,"There JULIET lies, Flower as she was, deflowered by him.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"There she lies, Flower as she was, deflowered by him.",she,JULIET,"There JULIET lies, Flower as JULIET was, deflowered by him.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"There she lies, Flower as she was, deflowered by him.",him,MONTAGUE,"There JULIET lies, Flower as JULIET was, deflowered by MONTAGUE.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"Death is my son-in-law, death is my heir; My daughter he hath wedded.",he,MONTAGUE,"Death is my son-in-law, death is my heir; My daughter MONTAGUE hath wedded.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,CAPULET,"I will die And leave him all; life, living, all is death's.",him,MONTAGUE,"I will die And leave MONTAGUE all; life, living, all is death's.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,5,FRIAR LAWRENCE,"Sir, go you in, and, madam, go with him, And go, Sir Paris, everyone prepare To follow this fair corse unto her grave.",him,ROMEO,"Sir, go you in, and, madam, go with ROMEO, And go, Sir Paris, everyone prepare To follow this fair corse unto her grave.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,1,ROMEO,That I ask again; For nothing can be ill if she be well.,she,JULIET,That I ask again; For nothing can be ill if JULIET be well.,female,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,5,1,BALTHASAR,"Then she is well, and nothing can be ill.",she,JULIET,"Then JULIET is well, and nothing can be ill.",female,prev-utterance
THE TRAGEDY OF ROMEO AND JULIET,5,1,BALTHASAR,"I saw her laid low in her kindred's vault, And presently took post to tell it you.",her,JULIET,"I saw JULIET laid low in her kindred's vault, And presently took post to tell it you.",female,prev-utterance
THE TRAGEDY OF ROMEO AND JULIET,5,1,ROMEO,"I do remember an apothecary,— And hereabouts he",he,MONTAGUE,"I do remember an apothecary,— And hereabouts MONTAGUE",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,1,ROMEO,"I noted In tatter'd weeds, with overwhelming brows, Culling of simples, meagre were his looks, Sharp misery had worn him",him,MONTAGUE,"I noted In tatter'd weeds, with overwhelming brows, Culling of simples, meagre were his looks, Sharp misery had worn MON",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,1,ROMEO,"Noting this penury, to myself I said, And if a man did need a poison now, Whose sale is present death in Mantua, Here li",him,MONTAGUE,"Noting this penury, to myself I said, And if a man did need a poison now, Whose sale is present death in Mantua, Here li",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,PARIS,I will apprehend him.,him,ROMEO,I will apprehend ROMEO.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,ROMEO,"What said my man, when my betossed soul Did not attend him as we rode?",him,MONTAGUE,"What said my man, when my betossed soul Did not attend MONTAGUE as we rode?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,ROMEO,I think He told me Paris should have married Juliet.,He,MONTAGUE,I think MONTAGUE told me Paris should have married Juliet.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,ROMEO,Said he not so?,he,MONTAGUE,Said MONTAGUE not so?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,ROMEO,"Or am I mad, hearing him talk of Juliet, To think it was so?",him,MONTAGUE,"Or am I mad, hearing MONTAGUE talk of Juliet, To think it was so?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,FRIAR LAWRENCE,How long hath he been there?,he,ROMEO,How long hath ROMEO been there?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,JULIET,Kisses him.,him,ROMEO,Kisses ROMEO.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,FRIAR LAWRENCE,"Meantime I writ to Romeo That he should hither come as this dire night To help to take her from her borrow'd grave, Bein",he,ROMEO,"Meantime I writ to Romeo That ROMEO should hither come as this dire night To help to take her from her borrow'd grave, B",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,5,3,FRIAR LAWRENCE,"But he which bore my letter, Friar John, Was stay'd by accident; and yesternight Return'd",he,ROMEO,"But ROMEO which bore my letter, Friar John, Was stay'd by accident; and yesternight Return'd",male,relationship-graph
